Date,Open,High,Low,Close,Adj Close,Volume
2022-07-15,980.000000,988.900024,965.049988,973.799988,892.984985,2544737
2022-07-18,985.000000,1022.000000,984.200012,1008.000000,924.346741,3946821
2022-07-19,999.950012,1010.950012,991.000000,1007.700012,924.071655,2985845
2022-07-20,1021.250000,1051.699951,1017.250000,1045.500000,958.734619,5574762
2022-07-21,1025.000000,1035.800049,1011.049988,1032.750000,960.827942,4935223
2022-07-22,1040.000000,1043.699951,1013.250000,1028.699951,957.059998,2985409
2022-07-25,1028.900024,1028.900024,1008.250000,1017.250000,946.407471,2888919
2022-07-26,1015.000000,1037.250000,994.150024,999.349976,929.753967,5939871
2022-07-27,1000.000000,1009.950012,992.000000,1007.650024,937.475952,2546052
2022-07-28,1021.200012,1043.449951,1015.400024,1038.000000,965.712280,3428026
2022-07-29,1055.000000,1068.000000,1044.099976,1048.650024,975.620728,6185909
2022-08-01,1058.949951,1058.949951,1037.800049,1049.599976,976.504456,2540084
2022-08-02,1046.000000,1049.500000,1030.000000,1032.599976,960.688416,2802273
2022-08-03,1027.449951,1057.000000,1024.699951,1052.650024,979.342102,3509019
2022-08-04,1063.000000,1072.699951,1036.199951,1056.050049,982.505371,5360632
2022-08-05,1060.000000,1067.949951,1050.449951,1058.199951,984.505493,2641829
2022-08-08,1056.000000,1064.849976,1049.050049,1056.599976,983.016907,2579239
2022-08-10,1056.000000,1059.150024,1043.050049,1055.199951,981.714417,2823021
2022-08-11,1072.000000,1093.900024,1070.199951,1077.250000,1002.228943,3201408
2022-08-12,1073.300049,1076.400024,1062.000000,1065.900024,991.669495,1771561
2022-08-16,1076.000000,1079.949951,1056.550049,1077.699951,1002.647644,2222701
2022-08-17,1072.500000,1106.900024,1072.199951,1104.500000,1027.581177,4280823
2022-08-18,1100.000000,1109.199951,1088.099976,1105.150024,1028.185791,3041422
2022-08-19,1110.000000,1135.000000,1100.000000,1104.150024,1027.255737,4577717
2022-08-22,1096.000000,1100.000000,1075.250000,1078.699951,1003.577820,2157609
2022-08-23,1062.000000,1070.099976,1047.000000,1065.900024,991.669495,2875768
2022-08-24,1066.000000,1073.400024,1055.099976,1070.949951,996.367554,2180800
2022-08-25,1080.000000,1089.650024,1065.550049,1070.599976,996.042053,2734931
2022-08-26,1083.000000,1097.550049,1081.000000,1085.550049,1009.951050,2624896
2022-08-29,1046.000000,1047.599976,1017.299988,1035.550049,963.432983,6118233
2022-08-30,1048.000000,1080.500000,1042.300049,1076.099976,1001.158875,4453769
2022-09-01,1056.000000,1065.000000,1043.099976,1052.900024,979.574646,6112823
2022-09-02,1058.199951,1066.500000,1047.050049,1056.400024,982.830994,1645341
2022-09-05,1056.000000,1070.800049,1054.800049,1065.050049,990.878601,1677079
2022-09-06,1065.050049,1071.000000,1050.300049,1063.699951,989.622498,3051076
2022-09-07,1052.000000,1061.000000,1044.000000,1055.849976,982.319214,2615897
2022-09-08,1070.000000,1092.900024,1067.099976,1089.599976,1013.718872,2634786
2022-09-09,1102.650024,1132.349976,1086.250000,1126.650024,1048.188721,3394349
2022-09-12,1140.000000,1165.000000,1139.949951,1150.099976,1070.005493,5230075
2022-09-13,1156.000000,1164.449951,1143.099976,1147.449951,1067.540039,2483685
2022-09-14,1112.000000,1121.849976,1095.000000,1114.699951,1037.070801,5179539
2022-09-15,1120.300049,1124.300049,1078.000000,1083.000000,1007.578491,3392174
2022-09-16,1065.000000,1073.949951,1028.000000,1033.199951,961.246521,6635089
2022-09-19,1036.000000,1051.849976,1023.099976,1039.500000,967.107849,2485826
2022-09-20,1054.000000,1065.699951,1050.000000,1056.150024,982.598328,2321528
2022-09-21,1047.199951,1066.949951,1047.000000,1060.150024,986.319824,2760138
2022-09-22,1050.000000,1072.000000,1042.250000,1048.400024,975.388184,3867282
2022-09-23,1038.000000,1049.900024,1022.000000,1035.099976,963.014282,3230711
2022-09-26,1029.000000,1052.250000,1013.549988,1032.900024,960.967590,3314114
2022-09-27,1034.949951,1045.000000,1019.049988,1022.500000,951.291748,4448875
2022-09-28,1016.000000,1036.400024,1008.549988,1029.699951,957.990356,1965519
2022-09-29,1042.849976,1044.500000,1001.650024,1007.099976,936.964233,3176310
2022-09-30,1001.000000,1018.799988,984.549988,1008.599976,938.359680,3848885
2022-10-03,1010.000000,1018.250000,999.150024,1005.500000,935.475708,2431236
2022-10-04,1022.000000,1036.000000,1017.900024,1028.300049,956.687866,2715420
2022-10-06,1033.449951,1045.000000,1027.349976,1031.300049,959.479004,2397633
2022-10-07,1029.900024,1036.449951,1021.049988,1023.849976,952.547729,1539126
2022-10-10,1008.099976,1033.000000,1003.500000,1029.349976,957.664734,1660433
2022-10-11,1034.500000,1035.000000,1000.549988,1004.849976,934.870850,2310765
2022-10-12,1007.799988,1018.799988,998.200012,1015.900024,945.151428,2192421
2022-10-13,1018.849976,1021.000000,1003.049988,1012.950012,942.406860,1344162
2022-10-14,1035.000000,1049.900024,1016.049988,1019.849976,948.826294,3492929
2022-10-17,1019.000000,1027.949951,1007.450012,1023.250000,951.989502,1426207
2022-10-18,1028.400024,1033.949951,1014.000000,1019.400024,948.407654,2395805
2022-10-19,1024.500000,1030.000000,1016.299988,1019.200012,948.221619,1304927
2022-10-20,1010.000000,1043.400024,1007.000000,1041.650024,969.108093,1852905
2022-10-21,1041.650024,1044.349976,1031.099976,1041.150024,968.643005,1202009
2022-10-24,1051.000000,1051.150024,1045.000000,1048.150024,975.155396,231316
2022-10-25,1053.400024,1086.000000,1051.000000,1082.500000,1007.113342,3097049
2022-10-27,1093.300049,1098.000000,1067.150024,1075.849976,1000.926392,2342818
2022-10-28,1081.000000,1081.000000,1045.050049,1048.949951,975.899780,1542568
2022-10-31,1053.250000,1078.300049,1053.000000,1063.400024,989.343506,2629847
2022-11-01,1069.000000,1080.000000,1047.150024,1070.900024,996.321167,4709472
2022-11-02,1071.000000,1098.699951,1066.349976,1082.000000,1006.648071,4104485
2022-11-03,1070.000000,1071.150024,1050.150024,1052.849976,979.528137,3460133
2022-11-04,1053.000000,1058.800049,1038.750000,1053.650024,980.272461,2531080
2022-11-07,1058.949951,1067.900024,1044.449951,1053.500000,980.132935,2588984
2022-11-09,1047.000000,1048.949951,1025.050049,1028.699951,973.696411,2697639
2022-11-10,1015.000000,1034.000000,1005.250000,1021.099976,966.502869,3285774
2022-11-11,1049.000000,1066.000000,1046.199951,1058.699951,1002.092407,5299457
2022-11-14,1062.000000,1074.449951,1055.449951,1065.349976,1008.386841,2229790
2022-11-15,1065.000000,1070.500000,1050.000000,1066.949951,1009.901306,1577944
2022-11-16,1066.000000,1075.000000,1059.000000,1066.849976,1009.806702,2335937
2022-11-17,1060.000000,1061.849976,1047.300049,1058.550049,1001.950500,2089630
2022-11-18,1060.000000,1065.000000,1046.000000,1060.849976,1004.127441,1617331
2022-11-21,1055.099976,1057.900024,1037.800049,1042.599976,986.853210,1475958
2022-11-22,1042.599976,1052.900024,1036.050049,1050.650024,994.472900,1696991
2022-11-23,1055.949951,1058.650024,1041.349976,1044.050049,988.225830,1704144
2022-11-24,1049.300049,1071.000000,1046.000000,1069.300049,1012.125610,2208145
2022-11-25,1070.000000,1082.900024,1060.000000,1080.150024,1022.395508,1943246
2022-11-28,1075.000000,1091.000000,1071.400024,1077.199951,1019.603149,1749691
2022-11-29,1076.099976,1085.449951,1072.800049,1074.550049,1017.095032,1233868
2022-11-30,1074.750000,1082.000000,1063.199951,1077.000000,1019.414001,3909954
2022-12-01,1091.400024,1107.949951,1088.150024,1101.500000,1042.603882,4264917
2022-12-02,1101.500000,1116.300049,1100.050049,1114.750000,1055.145508,3418928
2022-12-05,1120.000000,1120.000000,1096.250000,1099.750000,1040.947632,2760688
2022-12-06,1089.000000,1096.150024,1080.050049,1088.800049,1030.583130,1838107
2022-12-07,1086.000000,1087.300049,1074.199951,1078.050049,1020.407837,1478573
2022-12-08,1078.099976,1082.400024,1070.300049,1074.150024,1016.716309,1110431
2022-12-09,1073.949951,1075.699951,1030.199951,1035.300049,979.943604,3138360
2022-12-12,1034.000000,1044.400024,1021.799988,1032.099976,976.914673,1689393
2022-12-13,1039.849976,1047.449951,1030.150024,1045.750000,989.834839,1983827
2022-12-14,1051.000000,1068.050049,1051.000000,1065.099976,1008.150146,1983937
2022-12-15,1060.000000,1060.000000,1020.250000,1022.750000,968.064636,5184673
2022-12-16,1015.000000,1033.500000,1011.000000,1020.799988,966.218872,2994364
2022-12-19,1019.950012,1028.099976,1009.750000,1026.699951,971.803345,1529622
2022-12-20,1025.000000,1025.000000,1004.000000,1017.950012,963.521301,2149130
2022-12-21,1024.500000,1030.550049,1020.250000,1026.050049,971.188232,2037666
2022-12-22,1030.000000,1035.000000,1012.599976,1015.849976,961.533508,1925482
