Date,Open,High,Low,Close,Adj Close,Volume
2021-08-09,1247.000000,1254.349976,1230.550049,1235.500000,1213.562500,1438802
2021-08-10,1245.900024,1254.699951,1218.599976,1223.849976,1202.119385,1823117
2021-08-11,1227.000000,1243.250000,1196.849976,1236.750000,1214.790283,1973876
2021-08-12,1254.000000,1255.599976,1226.050049,1231.900024,1210.026611,2264764
2021-08-13,1230.000000,1257.150024,1225.400024,1242.150024,1220.094482,1861705
2021-08-16,1242.650024,1252.400024,1222.150024,1225.699951,1203.936646,843960
2021-08-17,1226.000000,1244.000000,1216.500000,1224.400024,1202.659790,1600498
2021-08-18,1228.000000,1266.000000,1226.250000,1234.150024,1212.236572,2658601
2021-08-20,1229.000000,1254.900024,1224.550049,1236.300049,1214.348511,1989898
2021-08-23,1242.800049,1289.500000,1241.349976,1259.199951,1236.841797,3835797
2021-08-24,1269.900024,1279.699951,1241.849976,1265.699951,1243.226318,1492926
2021-08-25,1264.949951,1274.199951,1201.000000,1204.250000,1182.867554,2460031
2021-08-26,1207.699951,1220.849976,1191.000000,1215.000000,1193.426514,1413269
2021-08-27,1218.000000,1238.949951,1215.000000,1235.000000,1213.071411,1169963
2021-08-30,1230.000000,1270.000000,1230.000000,1266.500000,1244.012085,1105428
2021-08-31,1270.000000,1287.699951,1254.550049,1268.449951,1245.927368,4863922
2021-09-01,1270.000000,1354.300049,1266.150024,1344.750000,1320.872681,5063369
2021-09-02,1350.800049,1398.000000,1341.750000,1392.250000,1367.529541,2971890
2021-09-03,1399.000000,1434.650024,1387.000000,1430.449951,1405.051025,2720191
2021-09-06,1430.000000,1439.800049,1420.449951,1430.449951,1405.051025,1244690
2021-09-07,1439.800049,1462.650024,1430.650024,1444.800049,1419.146362,1787418
2021-09-08,1444.800049,1454.349976,1417.949951,1432.650024,1407.212036,1078326
2021-09-09,1429.000000,1459.800049,1414.699951,1453.949951,1428.133667,1745952
2021-09-13,1456.550049,1462.750000,1435.050049,1450.099976,1424.352173,1437805
2021-09-14,1450.300049,1471.449951,1450.099976,1465.550049,1439.527954,1024080
2021-09-15,1466.000000,1469.500000,1446.449951,1451.199951,1425.432617,766614
2021-09-16,1456.400024,1477.000000,1448.050049,1453.099976,1427.298828,1068097
2021-09-17,1458.000000,1482.699951,1447.099976,1471.900024,1445.765015,2099188
2021-09-20,1460.000000,1462.300049,1400.000000,1407.199951,1382.213867,1682673
2021-09-21,1410.099976,1427.750000,1392.050049,1411.099976,1386.044556,1677219
2021-09-22,1411.099976,1443.400024,1409.000000,1420.449951,1395.228516,1337462
2021-09-23,1427.550049,1454.349976,1423.699951,1438.250000,1412.712769,1137902
2021-09-24,1442.000000,1448.900024,1398.449951,1414.900024,1389.777344,972346
2021-09-27,1424.000000,1424.000000,1385.000000,1388.550049,1363.895142,1130126
2021-09-28,1389.800049,1404.150024,1360.650024,1369.849976,1345.527100,1033811
2021-09-29,1364.000000,1377.449951,1351.000000,1367.849976,1343.562622,869402
2021-09-30,1368.000000,1382.550049,1361.300049,1373.099976,1348.719238,910972
2021-10-01,1373.099976,1382.699951,1334.250000,1359.099976,1334.968018,839100
2021-10-04,1360.550049,1394.449951,1355.300049,1389.800049,1365.122803,802477
2021-10-05,1396.000000,1401.099976,1382.849976,1389.550049,1364.877319,913676
2021-10-06,1397.800049,1410.550049,1365.000000,1369.400024,1345.085083,738636
2021-10-07,1376.199951,1408.000000,1375.250000,1394.199951,1369.444702,728717
2021-10-08,1400.800049,1405.300049,1366.150024,1371.449951,1347.098633,566246
2021-10-11,1382.449951,1409.849976,1369.349976,1382.150024,1357.608643,836394
2021-10-12,1387.000000,1427.949951,1383.300049,1420.250000,1395.032104,1358251
2021-10-13,1438.000000,1438.000000,1399.000000,1409.699951,1384.669556,1406850
2021-10-14,1413.699951,1479.800049,1405.099976,1474.099976,1447.926147,1827348
2021-10-18,1486.650024,1504.449951,1440.199951,1454.699951,1428.870483,1694567
2021-10-19,1469.800049,1482.550049,1411.099976,1423.800049,1398.519165,951188
