Date,Open,High,Low,Close,Adj Close,Volume
2021-08-09,900.000000,902.950012,881.200012,887.700012,865.083069,1181900
2021-08-10,890.000000,898.799988,871.299988,879.500000,857.091858,1183982
2021-08-11,883.000000,883.799988,850.900024,856.500000,834.677917,2140873
2021-08-12,862.000000,864.400024,822.099976,826.200012,805.149902,4086652
2021-08-13,806.000000,822.000000,754.000000,761.299988,741.903381,20460478
2021-08-16,766.000000,768.450012,734.400024,738.049988,719.245789,6719365
2021-08-17,739.250000,754.500000,728.299988,731.450012,712.813904,5659280
2021-08-18,732.950012,746.799988,716.000000,721.650024,703.263672,7732484
2021-08-20,721.000000,721.000000,677.000000,681.099976,663.746765,8306985
2021-08-23,712.200012,726.200012,678.150024,682.950012,665.549622,12977112
2021-08-24,685.000000,691.299988,660.299988,688.200012,670.665955,9566077
2021-08-25,693.099976,708.799988,684.500000,696.700012,678.949341,5847568
2021-08-26,699.950012,707.900024,693.599976,699.099976,681.288147,4731473
2021-08-27,707.000000,718.000000,698.049988,710.000000,693.398193,7231441
2021-08-30,714.000000,717.750000,706.000000,716.049988,699.306763,3231421
2021-08-31,719.099976,729.000000,713.200012,727.299988,710.293640,3877654
2021-09-01,729.000000,734.700012,719.349976,729.900024,712.832947,2486589
2021-09-02,731.000000,749.250000,727.599976,746.849976,729.386536,3636943
2021-09-03,748.000000,759.900024,741.900024,757.900024,740.178223,2650092
2021-09-06,760.000000,762.750000,747.049988,754.750000,737.101807,2280109
2021-09-07,756.400024,756.900024,742.849976,746.299988,728.849365,1701767
2021-09-08,748.000000,748.150024,737.000000,743.250000,725.870667,1419668
2021-09-09,743.900024,745.000000,733.000000,741.750000,724.405823,1930098
2021-09-13,742.500000,742.500000,732.099976,736.150024,718.936768,1355587
2021-09-14,736.150024,750.900024,733.599976,748.049988,730.558472,2377906
2021-09-15,749.799988,767.349976,745.000000,759.000000,741.252441,3515645
2021-09-16,762.700012,762.700012,750.650024,754.750000,737.101807,1683112
2021-09-17,755.400024,758.900024,738.799988,746.200012,728.751770,2364341
2021-09-20,740.000000,743.650024,708.000000,712.400024,695.742188,2932150
2021-09-21,713.000000,729.599976,707.099976,726.400024,709.414673,2664801
2021-09-22,723.599976,733.950012,719.799988,731.099976,714.004761,1674667
2021-09-23,739.000000,739.000000,727.599976,733.450012,716.299805,2015529
2021-09-24,735.700012,737.200012,717.500000,721.549988,704.678101,1962703
2021-09-27,725.000000,725.150024,714.000000,722.000000,705.117554,1333668
2021-09-28,722.000000,730.700012,709.599976,725.049988,708.096375,3589557
2021-09-29,721.400024,736.900024,718.900024,727.950012,710.928528,2240377
2021-09-30,720.700012,735.849976,720.349976,724.799988,707.852112,1993150
2021-10-01,721.900024,724.349976,706.500000,717.299988,700.527527,2877882
2021-10-04,710.000000,751.900024,708.000000,732.150024,715.030334,5386291
2021-10-05,732.299988,734.900024,718.200012,724.000000,707.070862,2241909
2021-10-06,726.500000,729.400024,712.150024,715.349976,698.623047,1928858
2021-10-07,719.700012,726.400024,716.349976,719.599976,702.773621,1514665
2021-10-08,721.000000,730.450012,713.099976,714.750000,698.037170,2179776
2021-10-11,718.700012,725.000000,711.099976,720.549988,703.701416,1309853
2021-10-12,722.000000,735.500000,720.049988,729.849976,712.783997,2505322
2021-10-13,735.000000,735.000000,725.049988,728.549988,711.514465,1220720
2021-10-14,734.650024,737.000000,724.200012,727.150024,710.147217,1592618
2021-10-18,727.400024,731.000000,717.150024,718.250000,701.455322,2001971
2021-10-19,723.000000,727.150024,710.000000,712.549988,695.888489,1518895
2021-10-20,713.000000,716.700012,691.450012,701.700012,685.292236,2049982
2021-10-21,708.000000,717.799988,698.099976,705.900024,689.394043,1519098
2021-10-22,708.000000,712.849976,689.099976,695.049988,678.797729,1592318
2021-10-25,697.000000,697.799988,675.549988,685.349976,669.324585,1798234
2021-10-26,686.000000,705.500000,683.400024,703.500000,687.050171,1717288
2021-10-27,704.700012,714.750000,702.549988,706.599976,690.077759,1637432
2021-10-28,706.000000,706.500000,675.200012,678.650024,662.781311,1919106
2021-10-29,680.099976,699.250000,671.750000,689.349976,673.231018,2550003
2021-11-01,691.799988,699.000000,683.000000,697.599976,681.288086,1549276
